,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Performance | GA,Performance | GA90,Performance | SoTA,Performance | Saves,Performance | Save%,W,D,L,Performance | CS,Performance | CS%,Penalty Kicks | PKA,Penalty Kicks | PKsv,Penalty Kicks | PKm,Penalty Kicks | Save%,90s,GA,PKA,Goals | FK,Goals | CK,Goals | OG,Expected | PSxG,Expected | PSxG/SoT,Expected | PSxG+/-,Expected | /90,Launched | Cmp,Launched | Att,Launched | Cmp%,Passes | Att,Passes | Thr,Passes | Launch%,Passes | AvgLen,Goal Kicks | Att,Goal Kicks | Launch%,Goal Kicks | AvgLen,Crosses | Opp,Crosses | Stp,Crosses | Stp%,Sweeper | #OPA,Sweeper | #OPA/90,Sweeper | AvgDist,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
375,Jordan Pickford,ENG,GK,Everton,26,1994,31,31,2742,30.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.28,128.0,90.0,71.1,15.0,5.0,10.0,10.0,32.3,2.0,0.0,1.0,0.0,30.5,39.0,2.0,1.0,5.0,1.0,37.9,0.28,-0.1,0.0,230.0,590.0,39.0,951.0,151.0,47.4,37.8,198.0,70.2,52.4,468.0,20.0,4.3,31.0,1.02,13.3,766,1154,66.4,23262,18490,201,203,99.0,248,250,99.2,307,686,44.8,0,0.0,0.1,0.0,1,28,1,0,0,1154,850,299,101,0,12,0,0,0,0,0,0,766,5,1,6,0.2,3,3,0,0,0,0,2,0.07,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,2,0,2,3,3,16,4,1242,1012,1222,22,0,0,1242,0,0,0.0,0,0,618,0,88,80.2,88.0,30,0,0.0,2,1.61,38,39,-1,-0.03,-0.03,35.7,38.5,-2.8,-0.09,0.12,0,1,4,0,0,0,0,1,0,27,9,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
379,Nick Pope,ENG,GK,Burnley,28,1992,32,32,2880,32.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,37.0,1.16,149.0,113.0,77.2,10.0,9.0,13.0,11.0,34.4,3.0,0.0,0.0,0.0,32.0,37.0,3.0,0.0,4.0,1.0,40.2,0.25,4.2,0.13,254.0,699.0,36.3,724.0,136.0,67.1,46.3,251.0,84.9,58.9,523.0,32.0,6.1,73.0,2.28,18.1,505,989,51.1,20828,18356,35,35,100.0,143,150,95.3,327,789,41.4,0,0.1,0.1,-0.1,2,37,1,0,1,989,591,384,133,0,3,0,0,0,0,0,0,505,14,1,11,0.34,8,3,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,0,0,0,2,3,29,2,1079,837,1052,29,1,1,1079,0,0,0.0,2,0,293,0,90,84.2,90.0,32,0,0.0,0,1.22,31,37,-6,-0.19,2.48,32.8,44.6,-11.8,-0.37,0.23,0,2,5,0,0,1,0,2,0,40,7,4,63.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
383,Aaron Ramsdale,ENG,GK,Sheffield Utd,22,1998,38,38,3420,38.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,63.0,1.66,206.0,145.0,70.9,7.0,2.0,29.0,5.0,13.2,3.0,0.0,1.0,0.0,38.0,63.0,3.0,0.0,8.0,3.0,54.3,0.26,-5.7,-0.15,263.0,817.0,32.2,866.0,128.0,64.5,45.5,281.0,91.8,64.5,578.0,33.0,5.7,34.0,0.89,12.8,569,1153,49.3,22218,19232,71,73,97.3,176,179,98.3,318,889,35.8,0,0.1,0.1,-0.1,2,44,1,0,0,1153,733,414,133,0,5,0,0,0,0,0,0,569,6,1,8,0.21,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,22,6,1272,1082,1260,12,2,2,1272,2,2,100.0,2,0,419,0,90,100.0,90.0,38,0,0.0,0,0.61,20,63,-43,-1.13,0.0,32.6,62.2,-29.6,-0.78,0.0,0,1,5,0,0,1,0,1,0,25,8,3,72.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
386,Darren Randolph,IRL,GK,West Ham,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,6.0,66.7,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.2,0.13,-1.8,-0.6,12.0,39.0,30.8,43.0,5.0,55.8,42.2,23.0,65.2,45.7,49.0,0.0,0.0,2.0,0.67,13.6,36,66,54.5,1188,987,6,6,100.0,14,14,100.0,16,46,34.8,0,0.0,0.0,0.0,0,1,0,0,0,66,33,33,10,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,70,62,69,1,0,0,70,0,0,0.0,0,0,22,0,90,7.9,90.0,3,0,0.0,24,2.0,5,3,2,0.67,0.3,6.2,2.0,4.3,1.43,1.36,0,0,1,0,0,0,0,0,0,2,1,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
405,Marek Rodak,SVK,GK,Fulham,23,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,9.0,4.0,55.6,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,4.0,0.44,-1.0,-0.48,6.0,13.0,46.2,40.0,6.0,27.5,30.2,7.0,28.6,30.1,17.0,1.0,5.9,2.0,1.0,14.0,39,47,83.0,989,636,9,9,100.0,19,19,100.0,10,18,55.6,0,0.0,0.0,0.0,0,0,0,0,0,47,38,9,2,0,1,0,0,0,0,0,0,39,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,51,46,51,0,0,0,51,0,0,0.0,0,0,28,0,90,5.3,90.0,2,0,0.0,28,0.0,0,5,-5,-2.5,-1.92,1.2,3.2,-2.1,-1.03,-0.75,0,0,0,0,0,0,0,0,0,1,1,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
412,John Ruddy,ENG,GK,Wolves,33,1986,2,1,91,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,4.0,3.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.22,-0.1,-0.11,1.0,6.0,16.7,19.0,10.0,26.3,33.2,5.0,20.0,31.0,19.0,3.0,15.8,0.0,0.0,8.7,19,24,79.2,498,342,2,2,100.0,10,10,100.0,7,12,58.3,0,0.0,0.0,0.0,0,0,0,0,0,24,16,8,3,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,24,20,24,0,0,0,24,0,0,0.0,0,0,4,0,46,2.7,90.0,1,1,1.0,36,0.0,0,1,-1,-0.99,-0.58,0.9,0.8,0.1,0.07,0.43,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
414,Mathew Ryan,AUS,GK,Arsenal,28,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02,2.0,0.67,10.0,8.0,90.0,1.0,1.0,1.0,1.0,33.3,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.6,0.27,1.6,0.55,3.0,7.0,42.9,59.0,21.0,6.8,21.9,9.0,33.3,29.9,28.0,6.0,21.4,4.0,1.33,14.3,63,68,92.6,1313,828,14,14,100.0,41,41,100.0,7,12,58.3,0,0.1,0.0,-0.1,1,0,0,0,0,68,56,12,3,0,0,0,0,0,0,0,0,63,0,0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,75,53,70,4,1,1,75,0,0,0.0,0,0,30,0,90,7.9,90.0,3,0,0.0,12,1.33,3,2,1,0.33,-0.1,5.4,2.3,3.1,1.04,0.88,0,0,0,0,0,0,0,0,0,2,1,1,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
415,Mathew Ryan,AUS,GK,Brighton,28,1992,11,11,990,11.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.73,34.0,16.0,55.9,2.0,4.0,5.0,2.0,18.2,4.0,0.0,0.0,0.0,11.0,19.0,4.0,0.0,3.0,1.0,12.6,0.26,-5.4,-0.49,42.0,111.0,37.8,355.0,61.0,25.4,28.8,56.0,37.5,32.7,136.0,6.0,4.4,4.0,0.36,10.7,329,411,80.0,7967,4567,67,68,98.5,176,178,98.9,84,163,51.5,0,0.0,0.0,0.0,0,1,0,0,0,411,325,86,30,0,1,0,0,0,0,0,0,329,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,4,0,428,336,424,4,0,0,428,0,0,0.0,0,0,258,0,90,28.9,90.0,11,0,0.0,1,0.91,14,19,-5,-0.45,-0.42,16.9,11.1,5.8,0.53,0.17,0,1,0,0,0,0,0,1,0,5,1,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
423,Robert Sanchez,ESP,GK,Brighton,22,1997,27,27,2430,27.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,91.0,65.0,72.5,7.0,10.0,10.0,10.0,37.0,2.0,0.0,1.0,0.0,27.0,27.0,2.0,0.0,5.0,1.0,23.3,0.24,-2.7,-0.1,151.0,411.0,36.7,925.0,118.0,34.7,33.6,177.0,50.8,41.1,340.0,22.0,6.5,29.0,1.07,14.5,812,1106,73.4,21987,13924,155,157,98.7,412,419,98.3,243,523,46.5,0,0.0,0.0,0.0,1,21,0,0,1,1106,879,223,46,0,11,0,0,0,0,0,0,812,4,1,2,0.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,11,2,1163,894,1149,12,2,2,1163,0,0,0.0,4,0,679,0,90,71.1,90.0,27,0,0.0,0,1.15,26,27,-1,-0.04,0.42,34.0,24.2,9.8,0.36,-0.17,0,2,5,0,0,0,0,1,0,40,10,2,83.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
429,Kasper Schmeichel,DEN,GK,Leicester City,33,1986,38,38,3420,38.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.32,136.0,88.0,66.2,20.0,6.0,12.0,11.0,28.9,4.0,0.0,0.0,0.0,38.0,50.0,4.0,0.0,9.0,2.0,42.2,0.29,-5.8,-0.15,159.0,425.0,37.4,1038.0,181.0,32.1,33.2,210.0,43.8,37.9,484.0,20.0,4.1,19.0,0.5,13.6,927,1251,74.1,25302,16107,139,141,98.6,468,477,98.1,318,628,50.6,0,0.0,0.0,0.0,0,9,0,0,0,1251,885,363,153,0,6,0,0,0,0,0,0,927,3,0,2,0.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,0,1314,1104,1307,7,0,0,1314,1,2,50.0,0,0,627,0,90,100.0,90.0,38,0,0.0,0,1.74,68,50,18,0.47,0.0,55.8,46.0,9.8,0.26,0.0,0,0,4,0,0,0,0,0,1,23,10,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
451,Zack Steffen,USA,GK,Manchester City,25,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.47,-0.1,-0.06,0.0,4.0,0.0,22.0,4.0,13.6,27.0,8.0,12.5,12.3,14.0,0.0,0.0,0.0,0.0,0.0,25,30,83.3,443,257,10,10,100.0,10,10,100.0,3,8,37.5,0,0.0,0.0,0.0,0,0,0,0,0,30,22,8,0,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,30,26,30,0,0,0,30,0,0,0.0,0,0,19,0,90,2.6,90.0,1,0,0.0,34,3.0,3,1,2,2.0,0.68,2.7,0.8,1.8,1.82,0.84,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
493,Joao Virginia,POR,GK,Everton,20,1999,1,0,48,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.58,2.0,9.0,22.2,12.0,3.0,50.0,44.6,3.0,100.0,67.3,4.0,1.0,25.0,0.0,0.0,10.0,8,16,50.0,272,248,0,0,0.0,4,4,100.0,4,11,36.4,0,0.0,0.0,0.0,0,0,0,0,0,16,12,3,0,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19,18,19,0,0,0,19,0,0,0.0,0,0,9,0,48,1.4,0.0,0,1,48.0,16,0.0,0,0,0,0.0,0.03,0.8,0.4,0.5,0.89,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
