,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
522,503,Brandon Williams,eng ENG,DF,Manchester Utd,18,2000,11.2,21,15,11,6,4,9,29,31.0,20,9,4,5,16,37,27,0,Matches
523,504,Neco Williams,wls WAL,DF,Liverpool,18,2001,2.6,5,3,1,3,1,4,5,80.0,1,3,1,2,9,14,6,0,Matches
524,505,Willian,br BRA,"FW,MF",Chelsea,30,1988,28.9,45,27,14,24,7,14,43,32.6,29,15,0,15,20,65,7,0,Matches
525,506,Joe Willock,eng ENG,"MF,FW",Arsenal,19,1999,9.5,25,16,9,12,4,8,21,38.1,13,16,2,14,4,29,11,2,Matches
526,507,Jack Wilshere,eng ENG,MF,West Ham,27,1992,2.4,1,0,1,0,0,0,4,0.0,4,3,0,3,1,2,0,0,Matches
527,508,Callum Wilson,eng ENG,FW,Bournemouth,27,1992,32.3,12,9,3,6,3,2,17,11.8,15,16,2,14,4,16,16,0,Matches
528,509,Harry Wilson,wls WAL,"MF,FW",Bournemouth,22,1997,18.3,23,13,8,10,5,11,34,32.4,23,26,2,24,11,34,15,1,Matches
529,510,Harry Winks,eng ENG,MF,Tottenham,23,1996,24.7,40,24,18,20,2,17,54,31.5,37,27,8,19,36,76,32,1,Matches
530,511,Chris Wood,nz NZL,FW,Burnley,27,1991,27.1,7,4,2,4,1,5,15,33.3,10,15,2,13,4,11,18,0,Matches
531,512,Granit Xhaka,ch SUI,MF,Arsenal,26,1992,28.7,45,25,20,19,6,25,55,45.5,30,32,16,16,21,66,59,3,Matches
532,513,Andriy Yarmolenko,ua UKR,MF,West Ham,29,1989,11.0,13,8,5,6,2,5,20,25.0,15,3,1,2,6,19,4,0,Matches
533,514,DeAndre Yedlin,us USA,DF,Newcastle Utd,26,1993,10.4,18,13,10,6,2,8,16,50.0,8,13,7,6,10,28,20,0,Matches
534,515,Maya Yoshida,jp JPN,DF,Southampton,30,1988,6.2,8,5,4,1,3,3,7,42.9,4,6,2,4,4,12,27,1,Matches
535,516,Ashley Young,eng ENG,DF,Manchester Utd,34,1985,10.6,14,7,7,4,3,5,17,29.4,12,8,2,6,11,25,29,0,Matches
536,517,Pablo Zabaleta,ar ARG,DF,West Ham,34,1985,6.6,18,10,12,5,1,6,13,46.2,7,5,3,2,14,32,21,0,Matches
537,518,Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,26,1992,36.4,43,19,18,12,13,12,49,24.5,37,22,2,20,18,61,4,0,Matches
538,519,Christoph Zimmermann,de GER,DF,Norwich City,26,1993,15.9,32,21,26,6,0,21,30,70.0,9,22,18,4,19,51,87,2,Matches
539,520,Oleksandr Zinchenko,ua UKR,DF,Manchester City,22,1996,14.2,31,19,16,11,4,17,32,53.1,15,9,0,9,17,48,21,1,Matches
540,521,Richairo Živković,nl NED,FW,Sheffield Utd,22,1996,1.2,2,2,0,2,0,1,2,50.0,1,1,0,1,0,2,0,0,Matches
541,522,Kurt Zouma,fr FRA,DF,Chelsea,24,1994,26.0,23,14,17,6,0,9,16,56.3,7,22,14,8,58,81,116,2,Matches
